Iteration,Loss
4440,0.421979
4460,0.404377
4480,0.386875
4500,0.352253
4520,0.354596
4540,0.387302
4560,0.330464
4580,0.324989
4600,0.373016
4620,0.341422
4640,0.339375
4660,0.395524
4680,0.395122
4700,0.408982
4720,0.377971
4740,0.396965
4760,0.365025
4780,0.366497
4800,0.404777
4820,0.362232
4840,0.411382
4860,0.324792
4880,0.444834
4900,0.354475
4920,0.36846
4940,0.331409
4960,0.342924
4980,0.349745
5000,0.330975
5020,0.379393
5040,0.402379
5060,0.393684
5080,0.383087
5100,0.360813
5120,0.393061
5140,0.383473
5160,0.383517
5180,0.346956
5200,0.350468
5220,0.349773
5240,0.352848
5260,0.396419
5280,0.304128
5300,0.348342
5320,0.352767
5340,0.37756
5360,0.346261
5380,0.363464
5400,0.343304
5420,0.4011
5440,0.372471
5460,0.365695
5480,0.368406
5500,0.39747
5520,0.352249
5540,0.28264
5560,0.339875
5580,0.37214
5600,0.342388
5620,0.361267
5640,0.334149
5660,0.3831
5680,0.364731
5700,0.368584
5720,0.311335
5740,0.35192
5760,0.359111
5780,0.344063
5800,0.364556
5820,0.350346
5840,0.336151
5860,0.368776
5880,0.331122
5900,0.394332
5920,0.312457
5940,0.353753
5960,0.338794
5980,0.371857
6000,0.348931
6020,0.339245
6040,0.367607
6060,0.329788
6080,0.415303
6100,0.309465
6120,0.341585
6140,0.353337
6160,0.408512
6180,0.357272
6200,0.298963
6220,0.290612
6240,0.362243
6260,0.340483
6280,0.363486
6300,0.306409
6320,0.345506
6340,0.378328
6360,0.375595
6380,0.337388
6400,0.323966
6420,0.336938
6440,0.335093
6460,0.306047
6480,0.335433
6500,0.388654
6520,0.382942
6540,0.34572
6560,0.310474
6580,0.370474
6600,0.373017
6620,0.400209
6640,0.33305
6660,0.362265
6680,0.326534
6700,0.31755
6720,0.313706
6740,0.37366
6760,0.311401
6780,0.306261
6800,0.344878
6820,0.358818
6840,0.307225
6860,0.34483
6880,0.323308
6900,0.356474
6920,0.37134
6940,0.305425
6960,0.345337
6980,0.308799
7000,0.327712
7020,0.301282
7040,0.380372
7060,0.355101
7080,0.30215
7100,0.330038
7120,0.306254
7140,0.328505
7160,0.333431
7180,0.312106
7200,0.31181
7220,0.396761
7240,0.309571
7260,0.338204
7280,0.33705
7300,0.373478
7320,0.333542
7340,0.351864
7360,0.331533
7380,0.318569
7400,0.332568
7420,0.358039
7440,0.321164
7460,0.328095
7480,0.329927
7500,0.338761
7520,0.294201
7540,0.356547
7560,0.348994
7580,0.338918
7600,0.307657
7620,0.299606
7640,0.357919
7660,0.382
7680,0.355937
7700,0.31376
7720,0.371296
7740,0.297992
7760,0.348632
7780,0.31471
7800,0.32149
7820,0.316097
7840,0.327895
7860,0.297047
7880,0.291422
7900,0.288335
7920,0.316194
7940,0.335797
7960,0.333271
7980,0.295118
8000,0.3567
8020,0.292693
8040,0.33179
8060,0.339304
8080,0.334398
8100,0.36328
8120,0.358513
8140,0.345406
8160,0.347351
8180,0.282084
8200,0.298182
8220,0.327006
8240,0.310512
8260,0.316744
8280,0.282533
8300,0.326978
8320,0.370325
8340,0.331104
8360,0.329799
8380,0.355731
8400,0.310872
8420,0.325615
8440,0.316287
8460,0.336037
8480,0.320514
8500,0.329611
8520,0.332505
8540,0.311844
8560,0.29216
8580,0.2901
8600,0.332334
8620,0.293058
8640,0.316061
8660,0.319995
8680,0.349363
8700,0.324545
8720,0.290139
8740,0.332347
8760,0.337122
8780,0.325036
8800,0.301397
8820,0.32596
8840,0.314525
8860,0.304837
8880,0.335117
8900,0.276174
8920,0.289277
8940,0.314537
8960,0.298057
8980,0.320197
9000,0.320982
9020,0.27618
9040,0.320315
9060,0.315299
9080,0.3514
9100,0.32094
9120,0.284904
9140,0.296686
9160,0.296363
9180,0.32861
9200,0.2425
9220,0.261218
9240,0.289249
9260,0.350529
9280,0.305355
9300,0.32297
9320,0.303513
9340,0.318123
9360,0.328018
9380,0.287954
9400,0.28577
9420,0.323558
9440,0.351598
9460,0.297871
9480,0.296125
9500,0.314707
9520,0.294293
9540,0.341362
9560,0.302933
9580,0.31088
9600,0.288145
9620,0.287131
9640,0.337375
9660,0.305656
9680,0.265071
9700,0.286184
9720,0.315771
9740,0.336838
9760,0.322742
9780,0.358559
9800,0.235312
9820,0.353946
9840,0.270398
9860,0.321707
9880,0.301895
9900,0.290543
9920,0.30972
9940,0.28763
9960,0.33127
9980,0.323615
10000,0.25705
10020,0.329303
10040,0.267433
10060,0.241306
10080,0.316433
10100,0.282162
10120,0.303872
10140,0.29005
10160,0.311381
10180,0.322427
10200,0.291373
10220,0.274407
10240,0.270182
10260,0.281667
10280,0.311089
10300,0.271435
10320,0.279674
10340,0.244088
10360,0.282696
10380,0.230723
10400,0.25345
10420,0.35662
10440,0.294641
10460,0.309409
10480,0.270613
10500,0.287119
10520,0.249366
10540,0.281118
10560,0.302649
10580,0.29379
10600,0.277557
10620,0.318954
10640,0.330319
10660,0.282631
10680,0.273009
10700,0.285668
10720,0.330541
10740,0.288367
10760,0.275433
10780,0.261921
10800,0.307619
10820,0.264913
10840,0.292991
10860,0.295097
10880,0.314711
10900,0.299721
10920,0.319199
10940,0.36116
10960,0.296989
10980,0.250366
11000,0.275003
11020,0.299647
11040,0.267932
11060,0.305073
11080,0.254931
11100,0.29757
11120,0.313647
11140,0.28463
11160,0.274938
11180,0.274809
11200,0.261277
11220,0.296959
11240,0.24581
11260,0.292643
11280,0.290289
11300,0.310158
11320,0.268182
11340,0.31243
11360,0.304565
11380,0.283715
11400,0.277301
11420,0.268482
11440,0.260797
11460,0.282261
11480,0.283189
11500,0.327661
11520,0.274613
11540,0.265118
11560,0.267588
11580,0.29308
11600,0.290631
11620,0.265668
11640,0.276579
11660,0.289922
11680,0.297632
11700,0.371874
11720,0.282133
11740,0.30411
11760,0.302375
11780,0.292578
11800,0.275455
11820,0.282118
11840,0.315469
11860,0.282719
11880,0.297568
11900,0.308548
11920,0.297522
11940,0.301209
11960,0.296033
11980,0.296399
12000,0.257013
12020,0.286815
12040,0.263694
12060,0.264683
12080,0.260865
12100,0.300363
12120,0.239752
12140,0.296325
12160,0.271202
12180,0.286454
12200,0.275463
12220,0.257681
12240,0.293372
12260,0.262574
12280,0.298344
12300,0.293121
12320,0.301148
12340,0.3047
12360,0.268786
12380,0.270849
12400,0.293909
12420,0.279068
12440,0.30785
12460,0.301523
12480,0.274421
12500,0.246313
12520,0.304269
12540,0.282686
12560,0.304098
12580,0.331792
12600,0.248677
12620,0.293731
12640,0.303798
12660,0.275918
12680,0.271516
12700,0.256748
12720,0.315165
12740,0.338779
12760,0.28582
12780,0.303438
12800,0.287086
12820,0.281592
12840,0.332
12860,0.294499
12880,0.31537
12900,0.290574
12920,0.26477
12940,0.298471
12960,0.296381
12980,0.254205
13000,0.256487
13020,0.276534
13040,0.261549
13060,0.267786
13080,0.3273
13100,0.253992
13120,0.281633
13140,0.338759
13160,0.263429
13180,0.199056
13200,0.295741
13220,0.296264
13240,0.273934
13260,0.249111
13280,0.323856
13300,0.280823
13320,0.247425
13340,0.29442
13360,0.319415
13380,0.289931
13400,0.273782
13420,0.346604
13440,0.274267
13460,0.260392
13480,0.26644
13500,0.309771
13520,0.293674
13540,0.296254
13560,0.287087
13580,0.269977
13600,0.295142
13620,0.292119
13640,0.302046
13660,0.265136
13680,0.316441
13700,0.28762
13720,0.308392
13740,0.250699
13760,0.311373
13780,0.306409
13800,0.253619
13820,0.294194
13840,0.299992
13860,0.293588
13880,0.269801
13900,0.291547
13920,0.259161
13940,0.250468
13960,0.283028
13980,0.218549
14000,0.287186
14020,0.265951
14040,0.320331
14060,0.25429
14080,0.249869
14100,0.2693
14120,0.31095
14140,0.322691
14160,0.262828
14180,0.328282
14200,0.282208
14220,0.286961
14240,0.337913
14260,0.292203
14280,0.274987
14300,0.323253
14320,0.30865
14340,0.23888
14360,0.302196
14380,0.298447
14400,0.284718
14420,0.304476
14440,0.29536
14460,0.235163
14480,0.283982
14500,0.279817
14520,0.299303
14540,0.320449
14560,0.259277
14580,0.264035
14600,0.312097
14620,0.257018
14640,0.293264
14660,0.283603
14680,0.297036
14700,0.238954
14720,0.248841
14740,0.283931
14760,0.290071
14780,0.278797
14800,0.310326
14820,0.3119
14840,0.301151
14860,0.292691
14880,0.280042
14900,0.278645
14920,0.288694
14940,0.260492
14960,0.273484
14980,0.305273
15000,0.28829
15020,0.251895
15040,0.312104
15060,0.25521
15080,0.293402
15100,0.252197
15120,0.279536
15140,0.272653
