Iteration,Loss
5560,1.30454
5580,1.25713
5600,1.13817
5620,1.23953
5640,1.39763
5660,1.13414
5680,1.36354
5700,1.26988
5720,1.12207
5740,1.19393
5760,1.54086
5780,1.29561
5800,1.28595
5820,1.25416
5840,1.35218
5860,1.3011
5880,1.24587
5900,1.37248
5920,1.40116
5940,1.33468
5960,1.23002
5980,1.1875
6000,1.54119
6020,1.29046
6040,1.39256
6060,1.30518
6080,1.35019
6100,1.40669
6120,1.12535
6140,1.3161
6160,1.24736
6180,1.60059
6200,1.39318
6220,1.55477
6240,1.14931
6260,1.42955
6280,1.40891
6300,1.37418
6320,1.03692
6340,1.16477
6360,1.49395
6380,1.56538
6400,1.24472
6420,1.21654
6440,1.38617
6460,1.29285
6480,1.564
6500,1.49075
6520,1.36996
6540,1.41918
6560,1.11791
6580,1.29762
6600,1.43139
6620,1.38573
6640,1.35854
6660,1.20663
6680,1.5186
6700,1.29523
6720,1.27041
6740,1.42249
6760,1.23848
6780,1.12934
6800,1.39142
6820,1.23093
6840,1.3322
6860,1.29155
6880,1.19708
6900,1.35623
6920,1.09038
6940,1.25624
6960,1.17388
6980,1.10607
7000,1.21205
7020,1.43503
7040,1.54101
7060,1.44093
7080,1.35994
7100,1.29983
7120,1.31784
7140,1.18736
7160,1.37618
7180,1.33445
7200,1.21926
7220,1.30007
7240,1.25679
7260,1.22621
7280,1.20294
7300,1.16804
7320,1.16593
7340,1.08352
7360,1.41543
7380,1.15952
7400,1.142
7420,1.3389
7440,1.36818
7460,1.19422
7480,1.2711
7500,1.30676
7520,1.11838
7540,1.26147
7560,1.34372
7580,1.29055
7600,1.16052
7620,1.25647
7640,1.11802
7660,1.31696
7680,1.27961
7700,1.4122
7720,1.44704
7740,1.40448
7760,1.40065
7780,1.28894
7800,1.39147
7820,1.267
7840,1.2391
7860,1.27464
7880,1.15782
7900,1.44865
7920,1.28461
7940,1.23743
7960,1.25709
7980,1.23849
8000,1.34787
8020,1.2483
8040,1.26114
8060,1.06018
8080,1.21439
8100,1.45328
8120,1.14872
8140,1.30768
8160,1.29308
8180,1.29652
8200,1.04671
8220,1.35759
8240,1.3203
8260,1.30617
8280,1.08788
8300,1.10716
8320,1.32885
8340,1.21971
8360,1.29579
8380,1.2634
8400,1.21755
8420,1.1753
8440,1.15824
8460,1.37949
8480,1.21768
8500,1.15816
8520,1.16393
8540,1.37791
8560,1.20102
8580,1.19201
8600,1.04397
8620,1.26706
8640,1.18951
8660,1.31229
8680,1.28028
8700,1.29464
8720,1.20386
8740,1.32609
8760,1.24642
8780,1.08333
8800,1.27086
8820,1.19625
8840,1.19328
8860,1.11713
8880,1.0076
8900,1.21347
8920,1.14421
8940,1.10853
8960,1.0247
8980,1.03696
9000,1.16099
9020,1.30014
9040,1.16229
9060,1.26246
9080,1.11975
9100,1.20284
9120,1.28542
9140,1.183
9160,1.28189
9180,1.10254
9200,1.31134
9220,1.30138
9240,1.28725
9260,1.15859
9280,1.19585
9300,1.28912
9320,1.30972
9340,1.22698
9360,1.17124
9380,1.24433
9400,1.25896
9420,1.16061
9440,1.17259
9460,1.13912
9480,1.22832
9500,1.04755
9520,1.17031
9540,1.00474
9560,1.19088
9580,1.2237
9600,1.33826
9620,1.36685
9640,1.24267
9660,1.26732
9680,1.43456
9700,1.20377
9720,1.32342
9740,1.34281
9760,1.13577
9780,1.15029
9800,1.1455
9820,1.29665
9840,1.34978
9860,1.42808
9880,1.17135
9900,1.18888
9920,1.25204
9940,1.10762
9960,1.03499
9980,1.1383
10000,1.40553
10020,1.54383
10040,1.26725
10060,1.15068
10080,1.42493
10100,1.43227
10120,1.20229
10140,1.23903
10160,1.44729
10180,1.15696
10200,1.06394
10220,1.26908
10240,1.17261
10260,1.2404
10280,1.11783
10300,1.23813
10320,1.02406
10340,1.1664
10360,1.22943
10380,1.21811
10400,1.31223
10420,1.03007
10440,1.28224
10460,1.29981
10480,1.31423
10500,1.26969
10520,1.13248
10540,1.15845
10560,1.11781
10580,1.27757
10600,1.3973
10620,0.929
10640,1.39621
10660,1.24928
10680,1.03246
10700,1.03267
10720,1.1837
10740,1.25554
10760,1.26986
10780,1.18373
10800,1.14226
10820,1.25533
10840,1.13474
10860,1.17327
10880,1.11937
10900,1.15603
10920,1.11834
10940,1.40873
10960,1.22543
10980,1.17991
11000,1.37816
11020,1.18026
11040,1.166
11060,1.24199
11080,1.23888
11100,1.35014
11120,1.26371
11140,1.16197
11160,1.29932
11180,1.25172
11200,1.16714
11220,1.13281
11240,1.20986
11260,1.30613
11280,1.25709
11300,1.21543
11320,1.22342
11340,1.08968
11360,1.33712
11380,1.227
11400,1.15528
11420,1.12313
11440,1.25778
11460,1.22668
11480,1.41923
11500,1.37106
11520,1.28904
11540,1.17412
11560,1.11348
11580,1.1072
11600,1.09341
11620,1.09011
11640,1.35791
11660,1.1225
11680,1.26718
11700,1.11392
11720,1.07314
11740,1.07296
11760,1.17338
11780,1.00902
11800,1.07941
11820,1.03246
11840,1.01475
11860,1.08296
11880,1.17168
11900,1.17535
11920,1.14445
11940,1.12274
11960,1.24921
11980,1.26306
12000,1.16521
12020,1.26841
12040,1.05866
12060,1.27727
12080,1.26721
12100,1.33644
12120,1.22589
12140,1.32011
12160,1.08971
12180,1.26596
12200,1.34315
12220,1.32311
12240,1.29951
12260,1.08922
12280,1.26633
12300,1.05915
12320,1.06991
12340,0.964437
12360,1.06204
12380,1.36766
12400,1.03355
12420,0.977678
12440,1.10186
12460,1.20091
12480,1.18496
12500,1.2301
12520,1.03272
12540,1.24782
12560,1.02909
12580,1.2395
12600,1.24263
12620,1.07575
12640,1.22214
12660,1.20858
12680,1.33953
12700,1.17619
12720,1.20672
12740,1.15653
12760,1.20156
12780,1.09996
12800,1.27435
12820,1.0276
12840,1.01014
12860,1.24804
12880,1.11726
12900,1.17735
12920,0.992373
12940,0.990246
12960,1.14424
12980,1.1321
13000,1.29944
13020,1.27775
13040,1.28235
13060,1.22759
13080,1.07495
13100,1.28197
